LineId,Content,EventId,EventTemplate,ContentWithHeader,EventTemplateWithHeader
485,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/20 17:57:27 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
486,Job job_1668496639954_6843 completed successfully,s35,Job <*> completed successfully,22/11/20 17:57:27 INFO mapreduce.Job: Job job_1668496639954_6843 completed successfully,<*> INFO <*>: Job <*> completed successfully
487,done,s90,done,22/11/20 17:57:27 INFO terasort.TeraSort: done,<*> INFO <*>: done
488,finish HadoopTerasort bench,s36,finish <*> bench,finish HadoopTerasort bench,finish <*> bench
489,mkdir: cannot create directory '/home/team7/results/terasort/tiny_3_1': File exists,s5,mkdir: cannot create directory <*>: File exists,mkdir: cannot create directory '/home/team7/results/terasort/tiny_3_1': File exists,mkdir: cannot create directory <*>: File exists
490,top: failed tty get,s50,top: failed tty get,top: failed tty get,top: failed tty get
491,Start changing mapper and reducer ...,s37,Start changing mapper and reducer ...,Start changing mapper and reducer ...,Start changing mapper and reducer ...
492,"====================Start execute hibench datasize: tiny, mapper: 3, reducer: 2 ======================",s38,====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================,"====================Start execute hibench datasize: tiny, mapper: 3, reducer: 2 ======================",====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================
493,Running terasort test ...,s39,Running <*> test ...,Running terasort test ...,Running <*> test ...
494,patching args=,s8,patching args=<*>,patching args=,patching args=<*>
495,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,patching args=<*>
496,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,Parsing conf: <*>
497,Parsing conf: /home/team7/HiBench3/conf/spark.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/spark.conf,Parsing conf: <*>
498,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,Parsing conf: <*>
499,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,s10,probe sleep jar: <*>,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,probe sleep jar: <*>
500,start HadoopTerasort bench,s13,start <*> bench,start HadoopTerasort bench,start <*> bench
501,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s14,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>
502,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s15,Deleted <*>,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Deleted <*>
503,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,s40,hdfs du -s: <*> --config <*> fs -du -s <*>,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,hdfs du -s: <*> --config <*> fs -du -s <*>
504,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=2 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s85,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=2 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>
505,starting,s41,starting,22/11/20 17:57:37 INFO terasort.TeraSort: starting,<*> INFO <*>: starting
506,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938467674, maxDate=1669543267674, sequenceNumber=8531733, masterKeyId=1042 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/20 17:57:38 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938467674, maxDate=1669543267674, sequenceNumber=8531733, masterKeyId=1042 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
507,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/20 17:57:38 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
508,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938467752, maxDate=1669543267752, sequenceNumber=78298, masterKeyId=653))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/20 17:57:38 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938467752, maxDate=1669543267752, sequenceNumber=78298, masterKeyId=653))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
509,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938467674, maxDate=1669543267674, sequenceNumber=8531733, masterKeyId=1042)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/20 17:57:38 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938467674, maxDate=1669543267674, sequenceNumber=8531733, masterKeyId=1042)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
510,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938467752, maxDate=1669543267752, sequenceNumber=78298, masterKeyId=653)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/20 17:57:38 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938467752, maxDate=1669543267752, sequenceNumber=78298, masterKeyId=653)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
511,Total input files to process : 3,s17,Total input files to process : <*>,22/11/20 17:57:38 INFO input.FileInputFormat: Total input files to process : 3,<*> INFO <*>: Total input files to process : <*>
512,Spent 535ms computing base-splits.,s43,Spent <*> computing base-splits.,Spent 535ms computing base-splits.,Spent <*> computing base-splits.
513,Spent 2ms computing TeraScheduler splits.,s44,Spent <*> computing TeraScheduler splits.,Spent 2ms computing TeraScheduler splits.,Spent <*> computing TeraScheduler splits.
514,Computing input splits took 537ms,s45,Computing input splits took <*>,Computing input splits took 537ms,Computing input splits took <*>
515,Sampling 3 splits of 3,s46,Sampling <*> splits of <*>,Sampling 3 splits of 3,Sampling <*> splits of <*>
516,Making 2 from 99999 sampled records,s47,Making <*> from <*> sampled records,Making 2 from 99999 sampled records,Making <*> from <*> sampled records
517,Computing parititions took 451ms,s48,Computing parititions took <*>,Computing parititions took 451ms,Computing parititions took <*>
518,Spent 991ms computing partitions.,s49,Spent <*> computing partitions.,Spent 991ms computing partitions.,Spent <*> computing partitions.
519,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/20 17:57:39 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
520,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_6844,s23,Disabling Erasure Coding for path: <*>,22/11/20 17:57:39 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_6844,<*> INFO <*>: Disabling Erasure Coding for path: <*>
521,number of splits:3,s25,number of splits:<*>,22/11/20 17:57:39 INFO mapreduce.JobSubmitter: number of splits:3,<*> INFO <*>: number of splits:<*>
522,Submitting tokens for job: job_1668496639954_6844,s26,Submitting tokens for job: <*>,22/11/20 17:57:40 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_6844,<*> INFO <*>: Submitting tokens for job: <*>
523,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938467674, maxDate=1669543267674, sequenceNumber=8531733, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938467752, maxDate=1669543267752, sequenceNumber=78298, masterKeyId=653)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/20 17:57:40 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938467674, maxDate=1669543267674, sequenceNumber=8531733, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938467752, maxDate=1669543267752, sequenceNumber=78298, masterKeyId=653)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
524,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,s28,found resource <*> at <*>,22/11/20 17:57:40 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
525,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/20 17:57:40 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
526,Submitted application application_1668496639954_6844,s30,Submitted application <*>,22/11/20 17:57:40 INFO impl.YarnClientImpl: Submitted application application_1668496639954_6844,<*> INFO <*>: Submitted application <*>
527,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6844/,s31,The url to track the job: <*>,22/11/20 17:57:40 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6844/,<*> INFO <*>: The url to track the job: <*>
528,Running job: job_1668496639954_6844,s32,Running job: <*>,22/11/20 17:57:40 INFO mapreduce.Job: Running job: job_1668496639954_6844,<*> INFO <*>: Running job: <*>
529,Job job_1668496639954_6844 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/20 17:57:48 INFO mapreduce.Job: Job job_1668496639954_6844 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
530,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/20 17:57:48 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
531,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/20 17:57:56 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
532,map 100% reduce 50%,s34,map <*> reduce <*>,22/11/20 17:58:01 INFO mapreduce.Job:  map 100% reduce 50%,<*> INFO <*>: map <*> reduce <*>
533,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/20 17:58:03 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
534,Job job_1668496639954_6844 completed successfully,s35,Job <*> completed successfully,22/11/20 17:58:04 INFO mapreduce.Job: Job job_1668496639954_6844 completed successfully,<*> INFO <*>: Job <*> completed successfully
535,done,s90,done,22/11/20 17:58:04 INFO terasort.TeraSort: done,<*> INFO <*>: done
536,finish HadoopTerasort bench,s36,finish <*> bench,finish HadoopTerasort bench,finish <*> bench
537,mkdir: cannot create directory '/home/team7/results/terasort/tiny_3_2': File exists,s5,mkdir: cannot create directory <*>: File exists,mkdir: cannot create directory '/home/team7/results/terasort/tiny_3_2': File exists,mkdir: cannot create directory <*>: File exists
538,top: failed tty get,s50,top: failed tty get,top: failed tty get,top: failed tty get
539,Start changing mapper and reducer ...,s37,Start changing mapper and reducer ...,Start changing mapper and reducer ...,Start changing mapper and reducer ...
540,"====================Start execute hibench datasize: tiny, mapper: 3, reducer: 3 ======================",s38,====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================,"====================Start execute hibench datasize: tiny, mapper: 3, reducer: 3 ======================",====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================
541,Running terasort test ...,s39,Running <*> test ...,Running terasort test ...,Running <*> test ...
542,patching args=,s8,patching args=<*>,patching args=,patching args=<*>
543,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,patching args=<*>
544,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,Parsing conf: <*>
545,Parsing conf: /home/team7/HiBench3/conf/spark.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/spark.conf,Parsing conf: <*>
546,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,Parsing conf: <*>
547,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,s10,probe sleep jar: <*>,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,probe sleep jar: <*>
548,start HadoopTerasort bench,s13,start <*> bench,start HadoopTerasort bench,start <*> bench
549,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s14,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>
550,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s15,Deleted <*>,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Deleted <*>
551,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,s40,hdfs du -s: <*> --config <*> fs -du -s <*>,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,hdfs du -s: <*> --config <*> fs -du -s <*>
552,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=3 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s85,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=3 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>
