LineId,Content,EventId,EventTemplate
728,"x-trace-id:5f67213e56cbe94b5f67213e56cbe94b, x-request-id:routeid, internal server error, opname:getpropertyvaluefromjson, error code:, error message:json node is empty, traceid is 5f67213e56cbe94b5f67213e56cbe94b, requestid is routeid",E22,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:, error message:json node is empty, traceid is <*> requestid is <*>"
729,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:userutils@getuserinfo_002, error code:userutils_0002, error message:get user info error: 76bba03dcdb84e449adeecadb75a9f3a, traceid is -99, requestid is routeid",E214,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:get user info error: <*> traceid is <*> requestid is <*>"
730,"x-trace-id:-99, x-request-id:routeid, parameter check error, param name:apr, value:the specified user id does not exist., traceid is -99, requestid is routeid",E288,"x-trace-id:<*>, x-request-id:<*>, parameter check error, param name:<*>, value:<*>, traceid is <*> requestid is <*>"
731,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:userutils@getuserinfo_002, error code:userutils_0002, error message:get user info error: 56b900969cfd4e30bf9c7715c4f63200, traceid is -99, requestid is routeid",E214,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:get user info error: <*> traceid is <*> requestid is <*>"
732,"x-trace-id:-99, x-request-id:routeid, parameter check error, param name:apr, value:the specified user id does not exist., traceid is -99, requestid is routeid",E288,"x-trace-id:<*>, x-request-id:<*>, parameter check error, param name:<*>, value:<*>, traceid is <*> requestid is <*>"
733,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:sendgetprocessmessage failed., error code:400, error message:exception.id: wrk; serviceexception: exception.id: wrk; , traceid is -99, requestid is routeid",E398,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>., error code:<*>, error message:exception.id: wrk; serviceexception: exception.id: wrk; , traceid is <*> requestid is <*>"
734,"x-trace-id:-99, x-request-id:routeid, applyproxy query applys fail. objectid: 08c87e4edd2030c4a9695c89807a0ec9, ex: serviceexception",E152,"x-trace-id:<*>, x-request-id:<*>, applyproxy query applys fail. objectid: <*> ex: serviceexception"
735,"x-trace-id:-99, x-request-id:routeid, deleteuserstatistic 4bf2f20bea4a4184aae667e8b73e2491",E100,"x-trace-id:<*>, x-request-id:<*>, deleteuserstatistic <*>"
736,"x-trace-id:-99, x-request-id:routeid, can not delete user 4bf2f20bea4a4184aae667e8b73e2491 for user related 0 processes.",E96,"x-trace-id:<*>, x-request-id:<*>, can not delete user <*> for user related <*> processes."
737,"x-trace-id:-99, x-request-id:routeid, can not delete user 4bf2f20bea4a4184aae667e8b73e2491 for user created 0 processes.",E184,"x-trace-id:<*>, x-request-id:<*>, can not delete user <*> for user created <*> processes."
738,Error while closing command context org.activiti.engine.ActivitiException,E428,Error while closing command context <*>
739,Caused by: java.lang.NullPointerException,E95,Caused by: <*>
740,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:enginebusiness@startprocess, error code:enginebusiness_0101, error message:org.activiti.engine.activitiexception, traceid is -99, requestid is routeid",E121,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:<*>, traceid is <*> requestid is <*>"
741,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:approvalservicedelegateimpl@startapprovalprocess, error code:obj-00503, error message:exception.id: obj-00503; , traceid is -99, requestid is routeid",E121,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:<*>, traceid is <*> requestid is <*>"
742,"x-trace-id:-99, x-request-id:routeid, parameter check error, param name:name, value:value, traceid is -99, requestid is routeid",E288,"x-trace-id:<*>, x-request-id:<*>, parameter check error, param name:<*>, value:<*>, traceid is <*> requestid is <*>"
743,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:openname@createmodel, error code:wrk, error message:create model failed, traceid is -99, requestid is routeid",E352,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:create model failed, traceid is <*> requestid is <*>"
744,No MyBatis mapper was found in '[com]' package. Please check your configuration.,E278,No MyBatis mapper was found in '[<*>]' package. Please check your configuration.
745,Bean 'scheduler' of type [Scheduler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying),E405,Bean <*> of type [<*>] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
746,"current init bean name=Holder, bean=Holder",E356,"current init bean name=<*>, bean=<*>"
747,"Get from contextholder : null, main",E271,Get from contextholder : <*> main
748,AppConfFilePath :/path,E383,AppConfFilePath :<*>
749,get db,E326,get db
750,get redis db,E388,get redis db
751,get process service-3-0,E4,get process <*>
752,get from default env util : servicedb,E225,get from default env util : <*>
753,regionName = cn-global-1,E10,regionName = <*>
754,App configuration file : /path/url.json,E284,App configuration file : <*>
755,getProperties: datasource name is servicedb,E135,getProperties: datasource name is <*>
756,db ssl enabled,E342,db ssl enabled
757,"current init bean name=name02, bean=DataSourcename",E356,"current init bean name=<*>, bean=<*>"
758,Start init mapper file!,E311,Start init mapper file!
759,appRoot = /path/mybatis/,E367,appRoot = <*>
760,start load maper from:/path/mybatis/,E262,start load maper from:<*>
761,"current init bean name=mapperManager, bean=ManagerImp",E356,"current init bean name=<*>, bean=<*>"
762,"current init bean name=sys.util.i18n.ResourceInit#0, bean=sys.util.i18n.ResourceInit",E356,"current init bean name=<*>, bean=<*>"
763,load App Properties from path /path,E44,load App Properties from path <*>
764,"current init bean name=DelegateImpl, bean=DelegateImpl",E356,"current init bean name=<*>, bean=<*>"
765,start addRestfulService:serviceHealth,E104,start <*>
766,add new resources: {/url=RegisterItem@60c4cf2b},E240,add new resources: <*>
767,register service serviceHealth,E297,register service <*>
768,Exception encountered during context initialization - cancelling refresh attempt: Exception: Error creating bean with name 'cService': Unsatisfied dependency expressed through field 'delegate'; nested exception is Exception: Error creating bean with name 'DelegateImpl': Unsatisfied dependency expressed through field 'taskMgr'; nested exception is Exception: No qualifying bean of type 'TaskMgr' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@Autowired(required=true)},E204,Exception encountered during context initialization - cancelling refresh attempt: Exception: Error creating bean with name '<*>': Unsatisfied dependency expressed through field '<*>'; nested exception is Exception: Error creating bean with name '<*>': Unsatisfied dependency expressed through field '<*>'; nested exception is Exception: No qualifying bean of type <*> available: expected at least <*> bean which qualifies as autowire candidate. Dependency annotations: <*>
769,"Init spring application context failed, system is started in abnormal state! Exception: Error creating bean with name 'cService': Unsatisfied dependency expressed through field 'delegate'; nested exception is Exception: Error creating bean with name 'DelegateImpl': Unsatisfied dependency expressed through field 'taskMgr'; nested exception is Exception: No qualifying bean of type 'TaskMgr' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@Autowired(required=true)}",E267,"Init spring application context failed, system is started in abnormal state! Exception: Error creating bean with name '<*>': Unsatisfied dependency expressed through field '<*>'; nested exception is Exception: Error creating bean with name '<*>': Unsatisfied dependency expressed through field '<*>'; nested exception is Exception: No qualifying bean of type <*> available: expected at least <*> bean which qualifies as autowire candidate. Dependency annotations: <*>)}"
770,Caused by: Exception: Error creating bean with name 'DelegateImpl': Unsatisfied dependency expressed through field 'taskMgr'; nested exception is Exception: No qualifying bean of type 'TaskMgr' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@Autowired(required=true)},E149,Caused by: Exception: Error creating bean with name '<*>': Unsatisfied dependency expressed through field '<*>'; nested exception is Exception: No qualifying bean of type <*> available: expected at least <*> bean which qualifies as autowire candidate. Dependency annotations: <*>
771,Caused by: Exception: No qualifying bean of type 'TaskMgr' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@Autowired(required=true)},E127,Caused by: Exception: No qualifying bean of type <*> available: expected at least <*> bean which qualifies as autowire candidate. Dependency annotations: <*>
772,All registered Rest service:\n /url serviceHealth\n,E401,All registered Rest service:\n <*> serviceHealth\n
773,System starting cost time: 3333,E56,System starting cost time: <*>
774,step into init,E82,step into init
775,"start to read paramcheck config, prePath is /path",E212,"start to read paramcheck config, prePath is <*>"
776,load config info successed.,E243,load config info successed.
777,step into healthCheck,E113,step into healthCheck
778,"x-trace-id:-99, x-request-id:website, parameter check error, param name:name, value:value, traceid is -99, requestid is website",E288,"x-trace-id:<*>, x-request-id:<*>, parameter check error, param name:<*>, value:<*>, traceid is <*> requestid is <*>"
779,"x-trace-id:-99, x-request-id:website, internal server error, opname:openname@createmodel, error code:wrk, error message:create model failed, traceid is -99, requestid is website",E352,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:create model failed, traceid is <*> requestid is <*>"
780,Failed to check params.,E229,Failed to check params.
781,"- failed to query from db. org..common.breaker.CircuitBreakingException: [parent] Data too large, data for [indices:data/url08] would be [2742963620/2.5gb], which is larger than the limit of [2689597440/2.5gb], real usage: [2742960440/2.5gb], new bytes reserved: [3180/3.1kb], usages [request=934336/912.4kb, fielddata=1032344/1008.1kb, in_flight_r",E69,"- failed to query from db. org..common.breaker.CircuitBreakingException: [parent] Data too large, data for [indices:data/<*>] would be [<*>], which is larger than the limit of [<*>], real usage: [<*>], new bytes reserved: [<*>], usages [request=<*>, fielddata=<*>, in_flight_r"
782,"- 1676975745226, Failed to get data from db. Exception: Failed to query form db.",E369,- <*> Failed to get data from db. Exception: Failed to query form db.
783,"Caused by: CircuitBreakingException[[parent] Data too large, data for [indices:indes1] would be [2742963620/2.5gb], which is larger than the limit of [2689597440/2.5gb], real usage: [2742960440/2.5gb], new bytes reserved: [3180/3.1kb], usages [request=934336/912.4kb, fielddata=1032344/1008.1kb, in_flight_requests=30550/29.8kb, accounting=70787804/67.5mb]]",E108,"Caused by: CircuitBreakingException[[parent] Data too large, data for [indices:<*>] would be [<*>], which is larger than the limit of [<*>], real usage: [<*>], new bytes reserved: [<*>], usages [request=<*>, fielddata=<*>, in_flight_requests=<*>, accounting=<*>]]"
784,"- 1676975745880, aggrePlatNodesList is not contains. aggrePlatNodesList is [resId, regionId, regionName, dataStoreId, dataStoreName, dataStoreType]",E180,"- <*> aggrePlatNodesList is not contains. aggrePlatNodesList is [<*>, <*> <*>]"
785,"start consumer kafka data, EventType:""UPDATE"", EventIds:[""026108D640BD3107A772D3BBABE01184""], className:obj",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
786,get templateIds failed by className :obj.,E258,get templateIds failed by className :<*>.
787,"start consumer kafka data, EventType:""ADD"", EventIds:[""id""], className:className",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
